[ 2026-03-14 20:11:58,972 ] INFO - root - Initiate data Ingestion
[ 2026-03-14 20:12:15,780 ] INFO - root - Performing train test split on the dataframe
[ 2026-03-14 20:12:15,780 ] INFO - root - Exited split_data_as_train_test method of Data_ingestion class
[ 2026-03-14 20:12:15,780 ] INFO - root - Exporting train and test file path.
[ 2026-03-14 20:12:15,831 ] INFO - root - Data Initiation Completed
[ 2026-03-14 20:12:15,838 ] INFO - root - Initiate the data validation
[ 2026-03-14 20:12:15,859 ] INFO - root - Required number of columns: 3
[ 2026-03-14 20:12:15,859 ] INFO - root - Data frame has columns:32
[ 2026-03-14 20:12:15,859 ] INFO - root - Required number of columns: 3
[ 2026-03-14 20:12:15,859 ] INFO - root - Data frame has columns:32
[ 2026-03-14 20:12:15,964 ] INFO - root - data Validation COmpleted
